16 12
0:00.000 r 
0:02.787 n 
0:05.774 C 
0:05.915 c 
0:07.118 C 
0:07.353 c 
0:09.759 r 
0:11.035 c 
0:15.290 x 
0:20.480 r 
0:23.183 n 
0:26.018 r 
0:29.046 n 
0:31.002 g 
0:34.510 r 
0:35.681 w 
0:37.715 r 
0:46.174 n 
0:52.703 r 
0:54.035 c 
0:58.335 x 
1:03.509 r 
1:06.264 n 
1:09.027 r 
1:11.957 n 
1:13.944 g 
1:17.454 r 
1:18.707 w 
1:20.815 r 
1:28.951 n 
1:35.854 r 
1:41.421 x 
1:46.588 r 
1:49.209 n 
1:52.395 r 
1:55.185 n 
1:57.187 g 
2:00.705 r 
2:01.977 w 
2:04.024 r 
2:09.887 e 
