16 11
0:00:000 r 
0:11.640 c 
0:12.950 c 
0:15.501 c 
0:16.129 c 
0:16.732 c 
0:17.385 c 
0:31.770 o 
0:33.330 r 
0:34.236 o 
0:35.021 r 
0:35.272 o 
0:36.028 r 
0:48.140 n 
0:50.033 c 
0:50.062 r 
0:52.579 c 
0:53.832 c 
0:54.422 c 
1:08.751 o 
1:10.253 r 
1:11.025 o 
1:11.808 r 
1:12.169 o 
1:12.831 r 
1:24.869 n 
1:26.772 r 
1:29.300 c 
1:30.548 c 
1:44.965 o 
1:46.475 r 
1:47.335 o 
1:48.128 r 
1:48.235 o 
1:49.247 r 
1:51.184 e
