0 5
0:00:000 r 
0:05.202 c 
0:05.950 c 
0:09.564 C 
0:09.578 n 
0:11.631 g 
0:18.557 t 
0:20.723 c 
0:20.802 n 
0:30.127 t 
0:31.279 r 
0:32.515 n 
0:34.938 C 
0:36.564 c 
0:37.044 c 
0:38.044 r 
0:38.503 o 
0:40.247 r 
0:50.338 g 
0:57.298 t 
0:59.401 c 
0:59.501 T 
1:00.818 n 
1:08.532 t 
1:09.842 r 
1:11.033 n 
1:16.516 r 
1:16.993 o 
1:18.734 r 
1:28.852 g 
1:35.842 t 
1:37.997 T 
1:39.031 n 
1:47.141 t 
1:48.392 r 
1:49.614 n 
1:55.036 r 
1:55.565 o 
1:56.986 e 
