16 12
0:00.000 r 
0:09.200 n 
0:14.633 r 
0:17.166 C 
0:17.166 C 
0:23.483 C 
0:25.616 c 
0:25.950 c 
0:26.233 c 
0:32.166 C 
0:32.166 C 
0:34.866 C 
0:34.866 C 
0:36.650 C 
0:36.650 C 
0:36.650 C 
0:38.766 o 
0:39.683 r 
0:42.816 C 
0:44.650 c 
0:49.300 C 
0:51.350 o 
0:52.266 r 
0:54.750 n 
0:56.216 c 
0:56.966 C 
0:57.933 r 
0:58.416 n 
0:59.366 c 
1:01.500 c 
1:02.316 r 
1:03.550 o 
1:04.466 r 
1:06.783 n 
1:08.683 r 
1:09.533 n 
1:11.533 r 
1:16.566 o 
1:17.533 r 
1:28.623 e
